"id","question_id","option_id","code","content","project_id","table_id","year","del_flag","create_by","create_time","update_by","update_time","remark"
"21192","3780",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21193","3785",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21194","3786",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21195","3787",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21196","3788",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21197","3789",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21198","3790",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21199","3791",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21200","3792",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21201","3793",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21202","3794",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21203","3795",,"210103205","4.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21204","3796",,"210103205","2.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21205","1009",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21206","1010",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21207","1013",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21208","3761",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21209","3762",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21210","3763",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21211","3765",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21212","3766",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21213","3767",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21214","3769",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21215","3770",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21216","3771",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21217","3773",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21218","3774",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21219","3775",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21220","3777",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21221","3778",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21222","3779",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21223","3781",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21224","3782",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21225","3783",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21226","3741",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21227","3742",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21228","3744",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21229","3745",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21230","3747",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21231","3748",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21232","3750",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21233","3751",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21234","3753",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21235","3754",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21236","3756",,"210103205","10","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21237","3757",,"210103205","7","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21238","3733",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21239","3734",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21240","3735",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21241","3736",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21242","3738",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21243","3739",,"210103205","25","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21244","3743",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21245","3746",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21246","3749",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21247","3752",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21248","3755",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21249","3758",,"210103205","2.80","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21250","3800",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21251","3803",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21252","3806",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21253","3811",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21254","3813",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21255","3816",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21256","3820",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21257","3823",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21258","3826",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21259","3830",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21260","3833",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21261","3836",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21262","3840",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21263","3843",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21264","3846",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21265","3850",,"210103205","11.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21266","3853",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21267","3856",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21268","3890",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21269","3891",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21270","3892",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21271","3893",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21272","3894",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21273","3895",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21274","3896",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21275","3897",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21276","3898",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21277","3899",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21278","3900",,"210103205","1.0","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21279","3901",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21280","3913",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21281","3914",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21282","3925",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21283","3926",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21284","3937",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21285","3938",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21286","3949",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21287","3950",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21288","3961",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21289","3962",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21290","3973",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21291","3974",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21292","3798",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21293","3799",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21294","3801",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21295","3802",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21296","3804",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21297","3805",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21298","3808",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21299","3809",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21300","3810",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21301","3812",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21302","3814",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21303","3815",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21304","3718",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21305","3819",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21306","3821",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21307","3822",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21308","3824",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21309","3825",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21310","3828",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21311","3829",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21312","3831",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21313","3832",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21314","3834",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21315","3835",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21316","3838",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21317","3839",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21318","3841",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21319","3842",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21320","3844",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21321","3845",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21322","3848",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21323","3849",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21324","3851",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21325","3852",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21326","3854",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21327","3855",,"210103205","11","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21328","3807",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21329","3817",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21330","3827",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21331","3837",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21332","3847",,"210103205","1.00","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21333","3857",,"210103205","NaN","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21334","3859",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21335","3860",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21336","3861",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21337","3862",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21338","130001",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21339","130002",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21340","130003",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21341","130004",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21342","130005",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21343","130006",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21344","130007",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21345","130008",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21346","130009",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21347","130010",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21348","130011",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21349","130012",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21350","3864",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21351","3865",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21352","3866",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21353","3867",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21354","130013",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21355","130014",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21356","130015",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21357","130016",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21358","130017",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21359","130018",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21360","130019",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21361","130020",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21362","130021",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21363","130022",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
"21364","130023",,"210103205","1","2","10","2025","0","shjk","21/8/2025 16:13:48","shjk","21/8/2025 16:36:51",
